1983	09	06	14
1983	09	13	12
1983	09	18	NaN
1983	09	20	14
1983	09	27	11
1983	10	04	9
1983	10	04	NaN
1983	10	11	12
1983	10	16	NaN
1983	10	18	12
1983	10	26	9
1983	12	12	17
1984	01	10	10
1984	02	07	11
1984	03	05	12
1984	05	02	NaN
1984	05	08	17
1984	05	15	18
1984	05	22	12
1984	05	29	13
1984	06	05	21
1984	06	12	NaN
1984	06	18	8
1984	06	26	9
1984	07	03	13
1984	07	10	10
1984	07	17	8
1984	07	24	480
1984	07	31	9
1984	08	07	12
1984	08	14	15
1984	08	21	17
1984	08	28	13
1984	09	04	16
1984	09	11	11
1984	09	18	13
1984	09	25	11
1984	10	02	16
1984	10	09	10
1984	10	16	8
1984	10	24	8
1984	12	11	8
1985	01	22	8
1985	02	19	8
1985	03	19	8
1985	03	30	NaN
1985	05	07	3
1985	05	08	NaN
1985	05	14	4
1985	05	20	NaN
1985	05	21	9
1985	05	28	8
1985	06	03	NaN
1985	06	04	6
1985	06	11	14
1985	06	17	NaN
1985	06	18	12
1985	06	25	9
1985	07	01	NaN
1985	07	02	15
1985	07	09	8
1985	07	15	NaN
1985	07	16	11
1985	07	25	8
1985	07	29	NaN
1985	07	30	17
1985	08	06	15
1985	08	12	NaN
1985	08	13	17
1985	08	20	13
1985	08	26	NaN
1985	08	27	2
1985	09	03	22
1985	09	10	NaN
1985	09	10	NaN
1985	09	10	NaN
1985	09	10	NaN
1985	09	10	11
1985	09	10	NaN
1985	09	17	9
1985	09	23	NaN
1985	09	24	16
1985	10	01	10
1985	10	07	NaN
1985	10	08	8
1985	10	15	10
1985	10	21	9
1985	10	22	NaN
1985	12	09	5
1986	01	20	6
1986	02	17	4
1986	03	17	4
1986	04	30	NaN
1986	05	06	7
1986	05	06	NaN
1986	05	13	16
1986	05	19	NaN
1986	05	20	9
1986	05	27	8
1986	06	02	NaN
1986	06	03	4
1986	06	10	4
1986	06	11	NaN
1986	06	17	4
1986	06	18	NaN
1986	06	24	9
1986	06	30	NaN
1986	07	01	10
1986	07	08	7
1986	07	14	NaN
1986	07	15	10
1986	07	22	9
1986	07	29	12
1986	07	30	NaN
1986	08	05	8
1986	08	07	NaN
1986	08	11	NaN
1986	08	12	8
1986	08	13	NaN
1986	08	19	10
1986	08	25	NaN
1986	08	26	9
1986	09	02	9
1986	09	09	10
1986	09	09	NaN
1986	09	16	9
1986	09	22	NaN
1986	09	23	10
1986	09	30	8
1986	10	07	7
1986	10	13	7
1986	10	21	NaN
1986	10	28	8
1986	12	10	5
1987	01	21	2
1987	02	18	6
1987	03	18	5
1987	05	05	8
1987	05	12	11
1987	05	19	6
1987	05	26	6
1987	06	02	9
1987	06	09	10
1987	06	16	8
1987	06	23	9
1987	06	30	6
1987	07	07	8
1987	07	14	9
1987	07	21	13
1987	07	28	9
1987	08	04	8
1987	08	11	10
1987	08	18	10
1987	08	25	9
1987	09	01	10
1987	09	08	11
1987	09	15	13
1987	09	21	14
1987	09	29	12
1987	10	06	9
1987	10	13	6
1987	10	27	8
1988	01	22	7
1988	02	24	9
1988	03	23	4
1988	05	10	3
1988	05	11	NaN
1988	05	17	10
1988	05	23	NaN
1988	05	24	8
1988	05	31	8
1988	06	06	NaN
1988	06	07	8
1988	06	08	NaN
1988	06	14	11
1988	06	20	NaN
1988	06	21	13
1988	06	28	13
1988	07	04	NaN
1988	07	05	16
1988	07	12	8
1988	07	18	NaN
1988	07	19	7
1988	07	21	NaN
1988	07	26	7
1988	08	01	NaN
1988	08	02	7
1988	08	09	8
1988	08	15	NaN
1988	08	16	9
1988	08	23	10
1988	08	29	NaN
1988	08	30	10
1988	09	06	89
1988	09	13	NaN
1988	09	13	8
1988	09	20	13
1988	09	27	13
1988	10	04	11
1988	10	04	NaN
1988	10	11	10
1988	10	18	10
1988	10	19	NaN
1988	10	25	9
1988	12	07	9
1989	01	18	6
1989	02	22	7
1989	03	22	7
1989	05	16	6
1989	05	17	NaN
1989	05	24	6
1989	05	30	7
1989	05	31	NaN
1989	06	06	6
1989	06	13	7
1989	06	14	NaN
1989	06	20	54
1989	06	27	211
1989	06	28	NaN
1989	07	04	7
1989	07	11	7
1989	07	12	NaN
1989	07	18	8
1989	07	25	8
1989	07	26	NaN
1989	08	01	13
1989	08	08	11
1989	08	09	NaN
1989	08	15	12
1989	08	22	10
1989	08	23	NaN
1989	08	29	9
1989	09	05	9
1989	09	06	NaN
1989	09	12	10
1989	09	19	9
1989	09	26	9
1989	10	03	8
1989	10	11	7
1989	10	18	NaN
1989	10	24	8
1989	12	11	8
1990	01	15	8
1990	02	12	14
1990	03	12	10
1990	05	09	8
1990	05	09	NaN
1990	05	16	8
1990	05	17	10
1990	05	30	9
1990	06	11	32
1990	06	14	9
1990	06	28	27
1990	07	09	9
1990	07	12	11
1990	07	26	15
1990	08	08	15
1990	08	09	14
1990	08	23	17
1990	08	27	16
1990	09	06	NaN
1990	09	13	16
1990	09	13	16
1990	09	20	11
1990	10	01	12
1990	10	18	11
1990	10	31	10
1990	12	13	9
1991	01	16	8
1991	02	13	8
1991	03	13	8
1991	05	15	NaN
1991	05	15	7
1991	05	29	8
1991	05	29	NaN
1991	06	12	9
1991	06	12	NaN
1991	06	26	NaN
1991	06	26	11
1991	07	10	NaN
1991	07	10	12
1991	07	24	NaN
1991	07	24	10
1991	08	07	NaN
1991	08	07	7
1991	08	21	NaN
1991	08	21	8
1991	09	04	NaN
1991	09	04	6
1991	09	18	NaN
1991	09	18	11
1991	10	02	NaN
1991	10	02	10
1991	10	16	NaN
1991	10	29	12
1991	12	10	11
1992	03	18	8
1992	05	12	NaN
1992	05	13	NaN
1992	05	13	6
1992	05	27	NaN
1992	05	27	6
1992	06	10	NaN
1992	06	10	7
1992	06	24	NaN
1992	06	24	7
1992	07	08	NaN
1992	07	08	7
1992	07	22	NaN
1992	07	22	10
1992	08	05	NaN
1992	08	05	8
1992	08	19	5
1992	08	19	NaN
1992	09	02	NaN
1992	09	02	6
1992	09	16	NaN
1992	09	16	6
1992	09	30	7
1992	10	13	7
1992	10	13	NaN
1992	10	28	7
1993	01	13	7
1993	05	03	NaN
1993	05	17	6
1993	05	17	NaN
1993	05	31	7
1993	06	14	6
1993	06	28	7
1993	07	12	5
1993	07	21	6
1993	07	26	4
1993	08	09	6
1993	08	23	6
1993	09	02	7
1993	09	20	8
1993	10	04	7
1993	10	27	6
1994	05	18	11
1994	06	01	6
1994	06	09	NaN
1994	06	15	6
1994	06	27	7
1994	06	28	NaN
1994	07	13	5
1994	07	14	NaN
1994	07	27	7
1994	07	28	NaN
1994	08	09	NaN
1994	08	10	3
1994	08	18	3
1994	08	23	4
1994	08	24	NaN
1994	09	07	5
1994	09	08	NaN
1994	09	21	6
1994	10	05	5
1994	10	19	5
1994	10	19	NaN
1994	12	13	8
1995	05	16	3
1995	05	30	NaN
1995	05	30	4
1995	06	13	3
1995	06	27	8
1995	07	11	11
1995	07	25	6
1995	08	08	6
1995	08	22	9
1995	09	05	6
1995	09	19	6
1995	10	03	5
1995	10	30	6
1996	05	21	4
1996	06	03	20
1996	06	17	9
1996	06	26	10
1996	07	02	11
1996	07	09	10
1996	07	15	43
1996	07	23	10
1996	07	29	18
1996	08	06	10
1996	08	12	10
1996	08	20	11
1996	08	26	11
1996	09	03	15
1996	09	09	12
1996	09	18	15
1996	09	23	9
1996	10	07	7
1996	10	30	6
1997	05	12	15
1997	05	22	9
1997	05	26	10
1997	06	02	6
1997	06	09	8
1997	06	11	NaN
1997	06	18	6
1997	06	23	8
1997	07	02	5
1997	07	07	5
1997	07	14	5
1997	07	21	6
1997	07	28	7
1997	08	06	5
1997	08	11	8
1997	08	18	8
1997	08	25	7
1997	09	04	11
1997	09	08	8
1997	09	15	10
1997	09	22	9
1997	10	15	8
1997	10	29	14
1998	04	22	15
1998	05	06	7
1998	05	20	8
1998	06	03	11
1998	06	17	72
1998	07	01	196
1998	07	15	15
1998	07	29	9
1998	08	12	8
1998	08	13	NaN
1998	08	26	10
1998	09	09	8
1998	09	23	11
1998	10	07	10
1998	10	26	10
1999	05	27	71
1999	06	09	9
1999	06	23	NaN
1999	07	07	13
1999	07	20	10
1999	08	05	10
1999	08	17	11
1999	09	01	11
1999	09	15	8
1999	09	29	7
1999	10	20	7
2000	03	22	9
2000	05	03	9
2000	05	17	6
2000	05	31	9
2000	06	14	7
2000	06	28	12
2000	07	12	7
2000	07	26	5
2000	08	10	3
2000	08	22	0.25
2000	09	06	12
2000	09	20	5
2000	10	04	1
2000	10	24	8
2001	05	16	0.25
2001	05	30	8
2001	06	13	7
2001	06	27	3
2001	07	11	10
2001	07	25	8
2001	08	09	12
2001	08	22	10
2001	09	06	10
2001	09	17	13
2001	10	03	8
2001	10	24	9
2002	05	22	9
2002	06	05	8
2002	06	18	11
2002	07	02	11
2002	07	16	6
2002	07	30	7
2002	08	13	9
2002	08	27	11
2002	09	10	13
2002	09	24	9
2002	10	08	9
2002	10	28	11
2003	05	05	7
2003	05	20	7
2003	06	02	6
2003	06	16	5
2003	06	30	4
2003	07	14	12
2003	07	28	8
2003	08	11	2
2003	08	25	9
2003	09	08	10
2003	09	22	6
2003	10	06	8
2003	10	28	9
2004	05	12	6
2004	05	26	4
2004	06	09	10
2004	06	23	5
2004	07	07	5
2004	07	20	8
2004	07	21	8
2004	07	22	NaN
2004	08	04	9
2004	08	18	12
2004	09	01	9
2004	09	15	11
2004	09	29	9
2004	10	13	9
2004	10	26	9
2005	05	03	7
2005	05	11	7
2005	05	25	6
2005	06	08	8
2005	06	22	9
2005	07	06	7
2005	07	06	NaN
2005	07	14	NaN
2005	07	20	8
2005	08	03	10
2005	08	17	8
2005	08	31	7
2005	09	14	10
2005	09	28	5
2005	10	12	8
2005	10	31	7
2006	05	08	8
2006	05	24	3
2006	06	07	7
2006	06	21	5
2006	07	04	7
2006	07	19	10
2006	08	02	10
2006	08	16	11
2006	08	30	9
2006	09	13	10
2006	09	27	10
2006	10	11	8
2006	10	31	11
2007	05	09	10
2007	05	22	9
2007	06	05	8
2007	06	19	6
2007	07	03	6
2007	07	17	12
2007	07	31	9
2007	08	14	12
2007	08	28	12
2007	09	11	12
2007	09	25	7
2007	10	09	8
2007	10	23	10
2007	11	06	8
2008	05	13	10
2008	05	27	6
2008	06	10	7
2008	06	24	9
2008	07	08	8
2008	07	22	9
2008	08	05	7
2008	08	19	384
2008	09	02	8
2008	09	16	9
2008	09	30	8
2008	10	14	2
2008	11	10	9
2009	05	12	7
2009	05	19	7
2009	06	01	8
2009	06	15	8
2009	06	29	8
2009	07	14	6
2009	07	27	8
2009	08	11	8
2009	08	25	7
2009	09	09	10
2009	09	22	8
2009	10	06	7
2009	11	02	7
2010	05	05	4
2010	05	18	8
2010	06	01	6
2010	06	02	7
2010	06	02	10
2010	06	14	6
2010	06	15	5
2010	06	29	5
2010	06	29	5
2010	07	12	6
2010	07	13	6
2010	07	27	11
2010	07	27	5
2010	08	09	6
2010	08	10	6
2010	08	23	6
2010	08	24	5
2010	09	08	6
2010	09	20	7
2010	09	21	6
2010	10	05	6
2010	10	14	6
2010	11	02	7
2011	05	05	7
2011	05	17	7
2011	05	31	0.5
2011	06	14	7
2011	06	28	6
2011	07	12	7
2011	07	26	6
2011	08	09	6
2011	08	23	7
2011	09	06	7
2011	09	20	6
2011	10	04	8
2011	10	18	7
2011	11	08	6
